$id,foaf:name,rdf:type,owner,schema:addressRegion,starRating
273,Kombe,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
274,Marie Stopes - Mabibo,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
275,Mico Darajani,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
276,Nurrhaifo Mawimbi,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
277,Mafarasi Muleba,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
278,Azania,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
279,Taifo Mwembechai,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
280,Kodepa Charitable Tandale,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
281,Eureka,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
282,Amen,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
283,Tip Top,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
284,Kigogo Moravian,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
285,Dr. Hiza,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
286,Arafa Huruma,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
287,New Tegeta,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
288,Tumaini Group,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
289,Antonio Verna,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
290,Red Cross Humanitarian,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
291,Arafa Vigae,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
292,Mauto,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
293,Msisiri,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
294,New Msasani,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
295,Samaritan,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
296,Mashuda,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
297,Vijana Hostel,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
298,Euro,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
299,Kam,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
300,Mmr,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
301,Fm Cqpu,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
302,Bonde La Mpunga,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
303,Ultimate Security,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
304,Mcdit-dispensary Baruti,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
305,Mico Aat,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
306,Mico Kihttp://dbpedia.org/resource/Mara_Region Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
307,Nuraifo Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
308,Mikuru Health Care,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
309,Kipasika,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
310,Life Sign,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
311,Kinae,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
312,Baraka Mbezi,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
313,Kunduchi Beach Health Service Ltd,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
314,Taifo Mbezi,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
315,Wema,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
316,Prime Care Makabe,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
317,Father Triest,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
318,Arafat Basna,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
319,Nsilo,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
320,Kelei,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
321,Arafa Uzuri,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
322,Tm,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
323,Megra,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
324,Mico Ndugumbi,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
325,Tag Mabibo,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
326,Tayma Tandale,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
327,Mico Midizini,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
328,Kwezi,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
329,Arafa Charitable,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
330,Taifo Niki,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
331,Mico Salasala,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
332,Tegeta Mission,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
333,Aif Huduma,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
334,Dr. Mhina,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
335,Keto,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
336,St. Theresa,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
337,Aar Wazo,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
338,Taifo Tegeta,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
339,Kaja,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
340,Kisiwani,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
341,Mico Mars,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
342,Mico Annex,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
343,Mico Mkwajuni,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
344,St. Benedict,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
345,Family Care,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
346,Furaha,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
347,Sundarya,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
348,St. Clara Haule,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,1
349,Sino,schema:Hospital,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
350,Istiqama,schema:MedicalClinic,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
351,Marise Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
352,Mico Mabibo Farasi,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
353,Afya Care Sinza,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
354,Mico Tandale,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
355,Sun,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
356,Honest,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
357,Meigy,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
358,Nuraifo,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
359,Pangasenga,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
360,Taifo Disp,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
361,Afya Care Manzese,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
362,Tks,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
363,K&b Mivumoni,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
364,Arafa Boko,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
365,Kodepa,schema:Pharmacy,Private,http://dbpedia.org/resource/Dar_es_Salaam,0
366,http://dbpedia.org/resource/Geita_Region Gold Mine,schema:MedicalClinic,Private,http://dbpedia.org/resource/Geita_Region,2
367,Upendo Health Center,schema:MedicalClinic,Private,http://dbpedia.org/resource/Geita_Region,2
368,Waja,schema:Hospital,Private,http://dbpedia.org/resource/Geita_Region,1
369,Sakamu,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
370,Kasamwa Sda,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
371,Iponya,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
372,Bwelwa Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
373,Ihega Aict,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
374,Kabuhima Mennonite,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
375,Samartan,schema:MedicalClinic,Private,http://dbpedia.org/resource/Geita_Region,1
376,Lisabon,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
377,Wazazi Nkomo,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
378,St Peter Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
379,Lubeho Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
380,Wazazi Lugunga Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
381,Mkulima Dispensery,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
382,Bakwata Shamsia Buseresere,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,1
383,Boko Tcmc Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
384,Wazazi Isebya,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
385,Nyasembe,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
386,Nyumbani,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
387,Msonga Wazazi,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
388,Nyabugera,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
389,Aic Kabiga Disp,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
390,Bakwata Huruma,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
391,Kmt Muganza,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
392,Kharumwa Jumuiya Ya Wazazi,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
393,Muungano Health Centre,schema:MedicalClinic,Private,http://dbpedia.org/resource/Geita_Region,0
394,Sisi Kwa Sisi,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
395,Wazazi Dillu,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
396,Tumaini Disp,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
397,Kmt Buziku,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
398,Iparamasa,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
399,Msufini,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
400,Vatican,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
401,Bakwata  Muganza,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
402,Upendo,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
403,Bahimba Disp,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
404,St. Joseph,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
405,Wazazi Lulembela Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Geita_Region,0
406,Nduta Refugee Camp,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,3
407,Shunga Health Centre,schema:MedicalClinic,Private,http://dbpedia.org/resource/Kigoma_Region,2
408,Msambara Disp,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,2
409,Heri Hospital,schema:Hospital,Private,http://dbpedia.org/resource/Kigoma_Region,2
410,Muhinda,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,2
411,Gombe Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,2
412,Kakonko Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,2
413,http://dbpedia.org/resource/Kigoma_Region Baptist,schema:Hospital,Private,http://dbpedia.org/resource/Kigoma_Region,1
414,Nyarugusu Refugees Health Centre,schema:MedicalClinic,Private,http://dbpedia.org/resource/Kigoma_Region,1
415,Upendo Founation,schema:MedicalClinic,Private,http://dbpedia.org/resource/Kigoma_Region,1
416,Kasumo,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
417,Upendo Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
418,Buhigwe,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
419,Mulera,schema:MedicalClinic,Private,http://dbpedia.org/resource/Kigoma_Region,1
420,Huruma Modern Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
421,Keza,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
422,Bigabiro Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
423,Biharu,schema:MedicalClinic,Private,http://dbpedia.org/resource/Kigoma_Region,1
424,Nyakimwe,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
425,Sda Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
426,Kasulwa,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
427,Kiganza  Mission,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
428,Mubanga,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
429,Tumaini Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
430,Furaha Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,1
431,Heru Ushingo Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,0
432,Ndaboine Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,0
433,Sda,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,0
434,Musagara,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,0
435,Muzdalifah,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,0
436,Upendo Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,0
437,http://dbpedia.org/resource/Kigoma_Region International,schema:MedicalClinic,Private,http://dbpedia.org/resource/Kigoma_Region,0
438,Kalinzi Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,0
439,Faraja,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,0
440,Mahale Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,0
441,Muzdalifa Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Kigoma_Region,0
442,Tgf,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mara_Region,3
443,Kowak Hospital,schema:Hospital,Private,http://dbpedia.org/resource/Mara_Region,3
444,Masangahealth Centre,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mara_Region,3
445,Will's Memorial,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mara_Region,2
446,Rao Hospital,schema:Hospital,Private,http://dbpedia.org/resource/Mara_Region,2
447,Shirati Hospital,schema:Hospital,Private,http://dbpedia.org/resource/Mara_Region,2
448,Huduma Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,2
449,Bunda Ddh,schema:Hospital,Private,http://dbpedia.org/resource/Mara_Region,2
450,Name Of Dispensarybikira Maria,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,2
451,Grumeti,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,2
452,St. Mary's Hospital Kibara,schema:Hospital,Private,http://dbpedia.org/resource/Mara_Region,2
453,Ngasaro Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,2
454,Sachita,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mara_Region,2
455,Marie Stopes Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,2
456,Kada Mugumu,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,2
457,Nyereree (mugumu)ddh,schema:Hospital,Private,http://dbpedia.org/resource/Mara_Region,1
458,Sda,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
459,Rosana,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
460,Baraki H/c,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mara_Region,1
461,Nyarero,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mara_Region,1
462,Mosongo,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
463,Kibumaye,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
464,Omegahealth Centre,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mara_Region,1
465,Tarime Goodwill Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
466,Aict Nyasho Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
467,Aict Bweri,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
468,Nyarombo H/c,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mara_Region,1
469,Bethsaida H/c,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mara_Region,1
470,Name Of Dispensary Makonzo,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
471,Kamunyonge Sda,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
472,Bwasi,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
473,St.Valentine Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
474,Coptic Medical Center,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mara_Region,1
475,Nyasoro Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
476,Alpha Prinimat,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
477,Manga Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
478,Masonga H/c,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mara_Region,1
479,Keisangora,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
480,Kada,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
481,Gisarya,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
482,Isseco,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,1
483,Rwanga Kmt,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,0
484,Burito,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,0
485,Burere Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,0
486,Jema Rch Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,0
487,Kothora Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,0
488,Urafiki,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,0
489,Nyamasanda,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,0
490,Cada,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,0
491,Ihsa - Kitenga,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,0
492,S0ta Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,0
493,Sayuni Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,0
494,Nyakato Red Cross Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mara_Region,0
495,Ntagacha,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mara_Region,0
496,Agakhan,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,2
497,Bukumbi,schema:Hospital,Private,http://dbpedia.org/resource/Mwanza_Region,2
498,Nyakato,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,2
499,Kiloleli Juu,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,2
500,Nyakahoja,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,2
501,Saut Nyegezi Disp,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,2
502,Pasiansi Sda,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,2
503,Mwananchi Hospital,schema:Hospital,Private,http://dbpedia.org/resource/Mwanza_Region,2
504,Umati,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,2
505,Kakobe Health Centre,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,2
506,Shree Hindumandal Hosp,schema:Hospital,Private,http://dbpedia.org/resource/Mwanza_Region,2
507,Aar http://dbpedia.org/resource/Mwanza_Region Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,2
508,Itabagumba Aict Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,2
509,Huduma,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,1
510,Usimau,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
511,Kahunda,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
512,Cf Hospital,schema:Hospital,Private,http://dbpedia.org/resource/Mwanza_Region,1
513,Sumve Hospital,schema:Hospital,Private,http://dbpedia.org/resource/Mwanza_Region,1
514,Sengerema Ddh,schema:Hospital,Private,http://dbpedia.org/resource/Mwanza_Region,1
515,Marie Stopes Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
516,Juwa,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
517,Tanzania Breweries Limited,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
518,http://dbpedia.org/resource/Mwanza_Region Hospital,schema:Hospital,Private,http://dbpedia.org/resource/Mwanza_Region,1
519,Biohealth Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
520,Kmt Sengerema Disp,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
521,Kazilankanda,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
522,Kamanga Hospital,schema:Hospital,Private,http://dbpedia.org/resource/Mwanza_Region,1
523,Kijima Aict Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
524,Gisan Hc,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,1
525,Prinmat Arma,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
526,Upendo,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
527,Genesis,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
528,Aict Makongoro Health Centre,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,1
529,Hurumia Watoto,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,1
530,Huruma Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
531,Bio Health Centre,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,1
532,Nazareth,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
533,Buhingo Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
534,Salamaan,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,1
535,Joseph Medicare,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
536,Magera,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,1
537,Spj Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
538,Kilombero Hc,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,1
539,Star Medicare &clinics,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
540,Mandela,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
541,Amani Chogo Memorial Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
542,Mwamashimba,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,1
543,Tumaini,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,1
544,Kulwa Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
545,Dvn,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
546,Nabungona Sda Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
547,Anamed,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
548,Kmt-mkuyuni,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
549,Ngumo,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,1
550,Amani Dispensary,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,1
551,Mahina Msamaria Health Center,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,0
552,Tukuyu,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,0
553,Upendo,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,0
554,K.K.K.T Imani,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,0
555,Ilemela,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,0
556,http://dbpedia.org/resource/Mwanza_Region,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,0
557,Nyasaka,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,0
558,Nyambiti,schema:MedicalClinic,Private,http://dbpedia.org/resource/Mwanza_Region,0
559,"Serengeti 'c"" Cada",schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,0
560,Komaswa,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,0
561,Bakwata,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,0
562,Saidia Watoto,schema:Pharmacy,Private,http://dbpedia.org/resource/Mwanza_Region,0
